AveragedExtractionTask1.5,10.78,9.16,7.13,13.18,10.66,12.96,9.13,7.97,7.11,7.12,7.59,11.24,12.94,9.0,7.7
AveragedExtractionTask1.6,11.51,9.26,7.23,14.03,11.3,13.58,9.71,8.18,7.45,7.29,7.9,12.01,13.69,9.42,7.9
AveragedExtractionTask1.7,12.08,9.3,7.25,14.48,11.79,13.98,10.08,8.22,7.59,7.38,8.26,12.63,14.18,9.77,7.94
AveragedExtractionTask1.8,12.05,9.17,6.93,14.23,11.74,14.25,9.69,7.93,7.5,6.69,8.55,12.62,13.98,10.19,7.68
AveragedExtractionTask1.9,11.44,8.96,6.2,13.98,11.59,14.38,9.46,7.61,7.26,5.55,8.84,13.58,13.75,10.54,5.96
AveragedExtractionTask2.0,11.47,8.69,5.06,13.95,11.44,14.52,9.29,7.29,6.97,4.95,9.12,13.72,13.35,10.98,5.46
AveragedExtractionTask2.1,11.46,8.45,4.47,14.02,11.38,14.65,8.75,6.91,6.35,4.26,9.34,13.77,13.33,11.35,4.99
AveragedExtractionTask2.2,11.37,8.23,3.97,13.1,11.39,14.76,8.56,6.54,5.84,3.62,9.57,13.83,13.24,11.73,4.28
AveragedExtractionTask2.3,11.28,8.02,3.38,12.94,11.38,14.91,8.47,6.13,5.08,3.08,9.8,13.86,13.09,12.04,3.24
AveragedExtractionTask2.4,11.16,7.81,2.84,12.8,11.39,15.02,8.45,5.74,4.42,2.61,10.05,13.8,12.62,12.36,2.9
AveragedExtractionTask2.5,10.96,7.61,2.42,12.65,11.4,15.02,8.44,5.37,2.68,2.24,10.26,13.77,12.47,12.52,2.57
AveragedExtractionTask2.6,10.02,7.38,2.05,12.48,11.42,12.52,8.43,4.13,2.5,1.71,10.43,13.7,12.22,12.65,2.28
AveragedExtractionTask2.7,9.79,7.11,1.51,12.31,11.44,12.22,8.38,3.85,2.31,1.53,10.54,13.63,11.59,12.7,1.9
AveragedExtractionTask2.8,9.57,6.9,1.28,12.11,11.44,11.9,8.27,3.57,2.15,1.37,10.63,13.56,11.27,12.62,1.53
AveragedExtractionTask2.9,9.34,6.65,1.07,11.89,11.45,11.58,8.16,3.31,2.02,1.24,10.8,13.38,10.97,12.54,1.18
AveragedExtractionTask3.0,9.12,6.38,0.86,11.64,11.39,11.27,7.99,3.03,1.88,1.02,10.85,11.03,10.44,12.43,0.85
MedianIntegrationExtractionTask1.5,12.0,10.0,7.0,14.0,11.0,14.0,9.0,9.0,7.0,6.0,9.0,12.0,14.0,12.0,9.0
MedianIntegrationExtractionTask1.6,13.0,10.0,7.0,14.0,11.0,14.0,9.0,9.0,7.0,6.0,9.0,12.0,14.0,12.0,9.0
MedianIntegrationExtractionTask1.7,13.0,10.0,7.0,14.0,11.0,14.0,9.0,8.0,7.0,6.0,10.0,13.0,14.0,12.0,9.0
MedianIntegrationExtractionTask1.8,12.0,10.0,7.0,14.0,12.0,14.0,9.0,8.0,7.0,5.0,10.0,13.0,14.0,12.0,9.0
MedianIntegrationExtractionTask1.9,11.0,10.0,7.0,14.0,12.0,15.0,9.0,8.0,6.0,4.0,10.0,14.0,13.0,13.0,8.0
MedianIntegrationExtractionTask2.0,11.0,10.0,6.0,14.0,11.0,15.0,9.0,7.0,6.0,4.0,10.0,14.0,13.0,13.0,7.0
MedianIntegrationExtractionTask2.1,11.0,10.0,4.0,14.0,11.0,15.0,9.0,6.0,6.0,3.0,10.0,14.0,13.0,13.0,5.0
MedianIntegrationExtractionTask2.2,11.0,10.0,4.0,14.0,11.0,15.0,9.0,6.0,6.0,3.0,10.0,14.0,13.0,13.0,4.0
MedianIntegrationExtractionTask2.3,11.0,10.0,2.0,13.0,11.0,15.0,8.0,6.0,6.0,2.0,10.0,14.0,13.0,13.0,1.0
MedianIntegrationExtractionTask2.4,11.0,10.0,2.0,13.0,11.0,15.0,8.0,6.0,6.0,2.0,10.0,14.0,13.0,13.0,1.0
MedianIntegrationExtractionTask2.5,11.0,10.0,2.0,13.0,11.0,15.0,8.0,6.0,6.0,2.0,10.5,14.0,13.0,13.0,0.0
MedianIntegrationExtractionTask2.6,10.0,10.0,2.0,13.0,11.0,15.0,8.0,5.0,6.0,1.0,11.0,14.0,12.0,13.0,0.0
MedianIntegrationExtractionTask2.7,10.0,9.5,2.0,13.0,11.0,15.0,8.0,4.0,6.0,1.0,11.0,14.0,12.0,13.0,0.0
MedianIntegrationExtractionTask2.8,10.0,9.0,2.0,13.0,11.0,15.0,8.0,3.0,6.0,1.0,11.0,14.0,12.0,13.0,0.0
MedianIntegrationExtractionTask2.9,10.0,9.0,1.5,13.0,11.0,15.0,8.0,3.0,6.0,1.0,11.0,14.0,11.0,13.0,0.0
MedianIntegrationExtractionTask3.0,9.0,9.0,1.0,13.0,11.0,15.0,8.0,3.0,6.0,1.0,11.0,13.0,11.0,13.0,0.0
ThresholdAverageExtractionTask1.5,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,1.6,0.0,0.1,0.6,0.0
ThresholdAverageExtractionTask1.6,1.1,0.4,0.6,6.4,3.3,3.5,4.7,0.6,2.1,0.8,2.1,2.3,4.0,0.5,0.0
ThresholdAverageExtractionTask1.7,10.4,7.6,7.4,17.9,14.4,7.4,13.8,10.3,6.2,8.0,2.0,14.9,15.1,0.7,4.0
ThresholdAverageExtractionTask1.8,10.0,11.1,12.2,19.3,14.9,10.6,13.5,10.3,8.7,16.0,2.7,13.7,16.4,0.8,12.5
ThresholdAverageExtractionTask1.9,9.7,12.7,11.4,16.2,13.9,11.2,13.2,10.4,6.7,13.0,3.7,11.3,15.8,0.9,10.6
ThresholdAverageExtractionTask2.0,10.8,11.0,1.0,14.2,12.0,12.0,11.8,11.7,6.7,13.5,4.2,11.6,11.2,1.2,10.8
ThresholdAverageExtractionTask2.1,12.3,9.9,1.0,14.0,10.5,12.5,11.5,10.1,6.7,12.0,4.7,10.7,12.0,1.8,11.0
ThresholdAverageExtractionTask2.2,12.6,9.6,1.0,14.5,10.5,12.0,9.6,10.6,6.7,9.1,5.2,10.9,13.7,2.5,10.5
ThresholdAverageExtractionTask2.3,12.8,8.7,1.0,13.1,10.5,12.8,8.3,9.8,6.7,8.4,5.1,11.4,16.1,3.4,8.7
ThresholdAverageExtractionTask2.4,12.8,8.9,1.0,13.2,10.0,15.8,8.2,9.3,6.7,6.7,6.0,10.8,14.9,4.6,8.9
ThresholdAverageExtractionTask2.5,13.4,10.3,1.0,14.1,9.3,15.4,8.0,11.5,6.7,6.0,7.4,11.5,15.4,4.9,8.3
ThresholdAverageExtractionTask2.6,12.9,11.1,1.0,13.8,10.4,14.9,8.2,8.1,6.7,5.3,8.6,11.9,15.7,7.6,8.5
ThresholdAverageExtractionTask2.7,12.9,9.7,1.0,13.7,11.2,15.9,8.6,8.5,6.7,4.4,9.5,12.5,14.5,10.0,8.4
ThresholdAverageExtractionTask2.8,12.9,11.0,1.0,13.6,11.6,15.8,8.9,8.3,6.7,3.9,9.5,14.2,15.1,10.6,1.0
ThresholdAverageExtractionTask2.9,12.1,11.3,1.0,14.0,12.5,15.7,9.3,7.8,6.7,5.2,9.0,14.3,15.1,11.6,1.0
ThresholdAverageExtractionTask3.0,12.8,10.4,1.0,12.8,13.5,16.5,9.8,10.3,6.7,2.0,8.4,14.1,13.4,12.8,1.0
ThresholdMedianIntegrationExtractionTask1.5,12.0,10.0,7.0,14.0,11.0,14.0,9.0,9.0,7.0,6.0,9.0,12.0,14.0,12.0,9.0
ThresholdMedianIntegrationExtractionTask1.6,13.0,10.0,7.0,14.0,11.0,14.0,9.0,9.0,7.0,6.0,9.0,12.0,14.0,12.0,9.0
ThresholdMedianIntegrationExtractionTask1.7,13.0,10.0,7.0,14.0,11.0,14.0,9.0,8.0,7.0,6.0,10.0,13.0,14.0,12.0,9.0
ThresholdMedianIntegrationExtractionTask1.8,12.0,10.0,7.0,14.0,12.0,14.0,9.0,8.0,7.0,5.0,10.0,13.0,14.0,12.0,9.0
ThresholdMedianIntegrationExtractionTask1.9,11.0,10.0,7.0,14.0,12.0,15.0,9.0,8.0,6.0,4.0,10.0,14.0,13.0,13.0,8.0
ThresholdMedianIntegrationExtractionTask2.0,11.0,10.0,6.0,14.0,11.0,15.0,9.0,7.0,6.0,4.0,10.0,14.0,13.0,13.0,7.0
ThresholdMedianIntegrationExtractionTask2.1,11.0,10.0,4.0,14.0,11.0,15.0,9.0,6.0,6.0,3.0,10.0,14.0,13.0,13.0,5.0
ThresholdMedianIntegrationExtractionTask2.2,11.0,10.0,4.0,14.0,11.0,15.0,9.0,6.0,6.0,3.0,10.0,14.0,13.0,13.0,4.0
ThresholdMedianIntegrationExtractionTask2.3,11.0,10.0,2.0,13.0,11.0,15.0,8.0,6.0,6.0,2.0,10.0,14.0,13.0,13.0,1.0
ThresholdMedianIntegrationExtractionTask2.4,11.0,10.0,2.0,13.0,11.0,15.0,8.0,6.0,6.0,2.0,10.0,14.0,13.0,13.0,1.0
ThresholdMedianIntegrationExtractionTask2.5,11.0,10.0,2.0,13.0,11.0,15.0,8.0,6.0,6.0,2.0,10.5,14.0,13.0,13.0,0.0
ThresholdMedianIntegrationExtractionTask2.6,10.0,10.0,2.0,13.0,11.0,15.0,8.0,5.0,6.0,1.0,11.0,14.0,12.0,13.0,0.0
ThresholdMedianIntegrationExtractionTask2.7,10.0,9.5,2.0,13.0,11.0,15.0,8.0,4.0,6.0,1.0,11.0,14.0,12.0,13.0,0.0
ThresholdMedianIntegrationExtractionTask2.8,10.0,9.0,2.0,13.0,11.0,15.0,8.0,3.0,6.0,1.0,11.0,14.0,12.0,13.0,0.0
ThresholdMedianIntegrationExtractionTask2.9,10.0,9.0,1.5,13.0,11.0,15.0,8.0,3.0,6.0,1.0,11.0,14.0,11.0,13.0,0.0
ThresholdMedianIntegrationExtractionTask3.0,9.0,9.0,1.0,13.0,11.0,15.0,8.0,3.0,6.0,1.0,11.0,13.0,11.0,13.0,0.0
